time_s,sample_us,dt_us,ax_mps2,ay_mps2,az_mps2,gx_dps,gy_dps,gz_dps,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,confidence,quality_flags,gyro_dps,accel_mps2,q_norm
20.179369,868791955,5369,1.3137,-0.7178,-7.7815,-94.57,97.23,-51.31,0.8497463,-0.1968274,-0.120992,-0.4738684,-13.826,-23.089,304.544,0.76,11844,145.0168055778364,7.924189976268869,1.000000062168503
20.231001,868843587,5001,-1.2562,-2.2612,-6.7549,-94.64,116.34,-38.64,0.8458819,-0.2414069,-0.1641469,-0.4463881,-17.519,-29.552,309.012,0.252,11972,154.87018693086154,7.233238409592207,1.00000001035822
20.283002,868895588,5000,-1.407,-2.0171,-6.475,-91.91,116.76,-38.36,0.8385328,-0.2837224,-0.2099832,-0.415056,-21.879,-35.992,314.517,0.252,16068,153.4660721462565,6.926324162930868,1.000000042177919
20.336002,868948588,4999,-4.745,-4.544,-6.2022,-87.92,114.52,-22.75,0.8241783,-0.3237146,-0.2573487,-0.3869246,-26.945,-42.432,320.329,0.252,11972,146.15854165939123,9.034945812787146,1.00000000596045
20.388001,869000587,4999,-6.8411,-4.7593,-6.0945,-73.57,102.13,-19.88,0.8083212,-0.3558199,-0.3000328,-0.3605402,-32.344,-47.87,326.592,0.252,11972,127.4295734906148,10.324462017461249,0.9999999402486632
20.44,869052586,4633,-7.3866,-6.4463,-6.2668,-72.24,77.98,-16.8,0.7924098,-0.3850312,-0.333069,-0.3360101,-38.737,-51.869,333.446,0.252,11972,107.6184835425588,11.63569617556251,1.0000000310862447
20.492,869104586,4998,-6.5683,-5.4915,-4.9675,-51.73,58.03,-14.91,0.7771662,-0.4086329,-0.3574687,-0.318195,-44.803,-54.654,339.517,0.252,16068,79.15669207338063,9.898241934303282,1.0000000394447692
20.544,869156586,4633,-7.803,-5.7428,-5.0824,-40.74,45.01,-17.85,0.7651823,-0.424456,-0.3763669,-0.304436,-49.713,-56.555,344.596,0.252,16068,63.27930309350759,10.940628437160271,1.0000000848404464
20.596001,869208587,4999,-6.9129,-6.4893,-4.6875,-41.86,40.53,-3.85,0.7549977,-0.4409763,-0.3894116,-0.2896153,-55.045,-57.505,349.936,0.252,16068,58.39317597116978,10.57694933097441,1.0000000201878148
20.648002,869260588,4633,-6.4534,-5.4772,-4.5727,-34.3,42.28,-3.71,0.7426443,-0.4518853,-0.4062462,-0.2815017,-59.414,-59.071,354.31,0.252,16068,54.56970313278239,9.620586088695429,1.0000000313979545
20.700372,869312958,5369,-7.9394,-7.0349,-4.1994,-26.95,41.79,4.13,0.7313666,-0.4600751,-0.4236627,-0.2719261,-63.809,-60.449,359.08,0.252,16068,49.89752999898893,11.408718189612715,1.000000044234034
20.752001,869364587,4999,-6.719,-5.8217,-3.8548,-16.1,41.16,-3.92,0.7239636,-0.4658007,-0.4372717,-0.2601924,-67.66,-61.108,3.634,0.252,11972,44.37028284787014,9.69002760212787,1.0000001054420444
20.80437,869416956,5370,-7.8174,-5.9007,-3.6538,-17.85,42.42,-1.68,0.7172222,-0.4693592,-0.4517342,-0.2474481,-71.408,-61.675,8.374,0.252,11972,46.05324418539915,10.453719801582592,1.000000046220364
20.856003,869468589,5003,-7.3866,-6.4606,-3.2662,-13.3,34.65,12.18,0.7088599,-0.4713319,-0.4665917,-0.2401169,-74.847,-62.604,12.478,0.252,11972,39.06232071958859,10.342595146287028,1.0000000289800597
20.90837,869520956,5370,-7.6738,-6.2955,-2.9862,-0.91,36.96,1.96,0.7029267,-0.4673819,-0.4822012,-0.2343722,-77.182,-63.765,15.92,0.252,11972,37.02311845320434,10.365226342439417,1.0000000557173885
20.960002,869572588,5002,-7.7958,-5.8146,-2.4263,-1.4,26.88,-1.47,0.7016197,-0.4646735,-0.4920067,-0.2230199,-79.009,-63.853,19.113,0.252,11972,26.956544659878052,10.02352245919567,1.0000000668356177
21.01237,869624956,5370,-7.5733,-5.75,-2.3545,-2.17,29.33,5.04,0.6985561,-0.4620343,-0.5018291,-0.2161281,-80.804,-64.267,21.875,0.252,11972,29.83889073005228,9.795970760470858,1.000000060220058
21.064002,869676588,5002,-7.6092,-5.1757,-1.8951,-5.74,21.7,-22.75,0.6965213,-0.4647834,-0.5074568,-0.2032782,-83.159,-63.62,25.109,0.252,11972,31.95935074434398,9.395701098906883,0.9999999803653649
21.116372,869728958,5370,-5.9366,-4.8024,-1.6439,-9.24,22.12,13.37,0.6933792,-0.4668516,-0.5127825,-0.1957785,-85.11,-63.368,27.544,0.252,11972,27.44865934795359,7.810804858015594,1.0000001223918424
21.168002,869780588,5000,-8.7793,-5.5202,-1.7444,-12.95,27.3,-4.2,0.6866312,-0.4660053,-0.5242122,-0.1912545,-87.904,-63.914,30.917,0.252,11972,30.506269847360887,10.516256362888837,1.0000000294203095
21.22037,869832956,5370,-7.4082,-6.0371,-1.5434,-9.8,23.59,7.07,0.6814961,-0.4694765,-0.5308422,-0.1826519,-90.566,-63.513,34.013,0.252,11972,26.504961799632913,9.680397058488872,1.0000001381209456
21.272002,869884588,5001,-8.5352,-5.6853,-1.8449,-12.53,34.86,-4.83,0.6751772,-0.4693471,-0.5413918,-0.17534,-93.453,-63.594,37.612,0.252,11972,37.357052881617946,10.419977501895097,1.0000000741927422
21.32437,869936956,5370,-9.0879,-6.0873,-1.0481,-15.26,25.27,-7.07,0.6679549,-0.4736521,-0.5499941,-0.164306,-96.772,-62.922,41.482,0.252,11972,30.354989705153912,10.988342063751018,1.0000000159696147
21.376002,869988588,4999,-9.5115,-6.4463,-1.4357,-13.93,14.28,-1.05,0.6619036,-0.4764958,-0.5562413,-0.159471,-99.135,-62.664,43.999,0.252,11972,19.976631347652187,11.579492667211289,1.0000000033886451
21.428369,870040955,5369,-9.1956,-6.8554,-1.1557,-9.87,4.06,-9.03,0.6581065,-0.4808294,-0.558012,-0.1559537,-100.513,-62.182,45.238,0.252,11972,13.980035765333364,11.527845028885494,1.00000001296715
21.48,870092586,4998,-9.2243,-6.5755,-1.0409,-4.48,2.8,7.77,0.6564863,-0.4812002,-0.5595847,-0.1560041,-101.061,-62.234,45.753,0.252,11972,9.395919327027025,11.375780568822519,1.0000001051293095
21.532369,870144955,5367,-10.2796,-7.3651,-1.2921,-4.34,-2.87,6.51,0.6547062,-0.4792686,-0.5624154,-0.1592181,-101.595,-62.754,46.233,0.252,11972,8.333822652300682,12.711585132468729,1.000000042394584
21.584,870196586,4998,-9.4612,-6.9344,-1.0768,8.12,-10.29,4.62,0.6568812,-0.4779472,-0.5604195,-0.1612566,-100.764,-62.924,45.356,0.252,11972,13.898305652128967,11.779631023083873,1.0000000719625424
21.636372,870248958,5369,-10.7175,-7.5446,-1.3926,5.39,-16.59,13.65,0.6606672,-0.4745081,-0.5575406,-0.1658602,-99.254,-63.393,43.795,0.252,11972,22.149553042894567,13.18048292628157,1.0000001063569195
21.688003,870300589,5003,-10.5236,-6.9129,-1.0409,16.17,-40.18,-5.81,0.6674661,-0.4714312,-0.5492847,-0.1747229,-96.253,-63.896,40.312,0.252,16068,43.69962700069647,12.633994466517704,1.0000000722105724
21.74037,870352956,5369,-8.7793,-6.7047,-1.529,28.56,-63.91,-6.58,0.682672,-0.4697985,-0.5282575,-0.1849119,-89.94,-63.508,33.143,0.252,16068,70.30972976765023,11.151993166246111,1.000000043627054
21.792002,870404588,4999,-6.5037,-5.592,-1.608,32.13,-73.08,-11.41,0.7003265,-0.4658504,-0.5024481,-0.2001799,-82.296,-62.906,24.345,0.252,16068,80.6424912809618,8.726639770839633,0.9999999436700134
21.844003,870456589,5001,-5.2116,-4.3286,-2.6704,32.76,-53.97,8.54,0.7172095,-0.4587584,-0.4784456,-0.2150374,-74.992,-62.079,16.186,0.252,16068,63.7095762032679,7.282073103176045,1.0000000060094651
21.896001,870508587,4634,-4.3358,-3.5174,-2.1607,15.96,-19.81,21.07,0.7271952,-0.4499557,-0.4671161,-0.2247878,-70.35,-61.843,11.42,0.252,11972,33.031842213234185,5.986642539019679,0.99999999838679
21.94837,870560956,5370,-3.1155,-2.6632,-1.9167,-11.13,15.68,33.39,0.724859,-0.4427341,-0.4732711,-0.233625,-69.177,-63.25,10.287,0.252,16068,38.5309148606674,4.524678262595032,1.0000001139520036
22.0,870612586,5000,-4.4219,-3.7687,-2.2828,-35.28,42.56,72.03,0.709637,-0.4365202,-0.4963509,-0.243929,-71.514,-66.551,12.648,0.252,11972,90.79841903910001,6.242393382349434,1.000000064874423
22.05237,870664956,5369,-5.4126,-5.8935,-2.1033,-54.95,50.96,105.28,0.6816841,-0.4285576,-0.5320092,-0.2619377,-77.703,-71.775,18.43,0.252,11972,129.22965023554,8.273660127174672,0.9999999881382499
22.104001,870716587,5000,-4.9675,-7.7456,-1.7659,-56.77,40.46,156.59,0.6435727,-0.4103917,-0.5745248,-0.2954896,-89.089,-79.122,28.905,0.252,11972,171.40674607494304,9.369566607906686,1.00000000856869
22.156001,870768587,5000,-7.7599,-11.6363,-1.8951,-19.25,15.47,88.48,0.6126896,-0.392997,-0.6045886,-0.3234774,-113.834,-84.327,52.873,0.252,11972,91.86181905449075,14.114210204967192,1.0000000957589354
22.208002,870820588,4633,-4.1204,-7.6379,-1.9525,12.88,2.1,106.82,0.596253,-0.3558857,-0.6263623,-0.354257,152.947,-87.557,146.754,0.252,11972,107.61420352351263,8.895362208476955,1.00000001219189
22.26037,870872956,5370,-5.6495,-10.0857,-1.5362,13.16,27.79,-45.85,0.5912963,-0.3396226,-0.6386577,-0.3565694,130.801,-85.923,170.177,0.252,11972,55.20590729260774,11.661822549670354,1.000000109805044
22.312,870924586,4999,-5.47,-7.5517,-2.6201,11.06,27.86,-199.64,0.6057225,-0.3677574,-0.6303117,-0.317115,-144.889,-85.437,86.908,0.252,11972,201.87776697794135,9.68576258742697,1.00000000732145
22.364,870976586,4999,-10.4303,-7.5661,-2.211,-4.83,21.35,-363.58,0.6403285,-0.457328,-0.5768387,-0.2192889,-104.135,-69.935,45.996,0.252,11972,364.23833927800626,13.073849788795954,0.9999999974885749
22.416,871028586,4632,-8.3198,-5.0752,1.4859,-4.62,18.69,-168.42,0.6565781,-0.5286737,-0.5208287,-0.13471,-100.386,-55.727,41.589,0.252,11972,169.5168336773667,9.858226305477068,1.0000000006574952
22.468002,871080588,5002,-8.6142,-3.661,-0.1579,11.9,34.02,-240.45,0.6628457,-0.5661498,-0.4844899,-0.0733458,-99.238,-46.497,40.97,0.252,11972,243.1361201055902,9.361212263911122,1.000000043814089
22.520002,871132588,4632,-8.8654,-0.9117,-1.6582,28.49,14.98,-316.96,0.6699108,-0.6225452,-0.4032574,0.0322597,-96.655,-30.008,39.03,0.252,11972,318.5902103015722,9.065105696570779,1.0000001124492588
22.57237,871184956,5370,-10.9831,2.1392,-0.0144,20.37,-23.1,-376.32,0.6634045,-0.6743097,-0.2954395,0.1338531,-94.928,-12.209,36.112,0.252,11972,377.5781896508324,11.18949818401165,1.0000001263370921
22.624002,871236588,5002,-6.3601,5.4126,-3.1155,-24.85,-5.95,-252.63,0.6348888,-0.7148321,-0.1835092,0.2285949,-95.147,5.382,33.715,0.648,11905,253.9189671922915,8.913666530670755,0.9999999871732499
22.676373,871288959,5371,-5.2618,13.4094,-2.7565,-17.99,15.96,-188.65,0.6037928,-0.7279803,-0.1099886,0.305584,-95.079,18.186,33.847,0.252,11972,190.17671834375523,14.666180138331862,1.0000000678529428
22.728002,871340588,5000,-4.6301,6.877,0.5671,-22.4,23.59,-335.16,0.5639852,-0.7354385,-0.0454055,0.3728128,-95.679,29.811,34.169,0.648,11905,336.73502000831456,8.30978684564171,1.0000000681876877
22.78037,871392956,5370,-3.2806,9.4828,-2.1392,-22.68,22.12,-237.72,0.5087747,-0.7336248,0.0342075,0.4491912,-96.279,43.938,34.406,0.252,11972,239.8217571447595,10.259727522697666,0.9999999648744093
22.832001,871444587,4998,-1.3567,9.8489,-1.5434,-33.95,27.44,-272.72,0.4492907,-0.7221142,0.1046579,0.5154957,-96.831,56.986,34.943,0.252,11972,276.19151779154987,10.060991484938253,1.0000000718495123
22.88437,871496956,5369,0.1579,9.21,-1.931,-30.17,23.59,-200.83,0.3827651,-0.7000797,0.1719799,0.5777561,-96.661,70.154,36.405,0.252,11972,204.44903007840367,9.411577625988112,0.9999999526106589
22.936001,871548587,5001,2.6489,8.9731,-3.0652,-10.01,18.62,-222.67,0.3243,-0.675906,0.2302359,0.6204612,-97.357,81.144,36.324,0.252,16068,223.6712619001377,9.845234677751465,1.0000000405951242
22.987003,871599589,5000,3.2518,8.2696,-2.3402,9.1,12.46,16.66,0.2977376,-0.6596634,0.2625866,0.6381574,-98.107,86.661,35.189,0.252,11972,22.707205904734295,9.188962043669568,1.0000000347138194
23.039001,871651587,5000,3.1585,8.2337,-2.8068,10.85,2.38,45.64,0.3128376,-0.6613873,0.2564745,0.6316015,-94.091,84.833,38.381,0.252,11972,46.97229502589798,9.254623935093203,1.0000000742637722
23.090002,871702588,4999,1.9382,9.4469,-2.2181,19.88,1.89,156.03,0.3580448,-0.6771566,0.218985,0.6044076,-93.376,77.257,38.144,0.252,11972,157.30272534193423,9.895479091989433,1.0000000584466784
23.142,871754586,4997,-1.2993,7.2144,-1.3424,13.72,2.45,304.22,0.423889,-0.6934603,0.1572131,0.5609947,-91.56,65.691,38.73,0.252,11972,304.5390768029614,7.452367785475969,1.000000042118394
23.193001,871805587,4998,-2.6345,9.9565,-2.1105,9.94,-6.51,353.5,0.5040019,-0.7071846,0.0657226,0.4914802,-90.783,49.586,38.374,0.252,11972,353.69963768712006,10.513167588790736,1.000000110411779
23.245001,871857587,4998,-5.3336,6.7334,-2.9647,4.55,-3.99,281.82,0.5880869,-0.7038035,-0.0508129,0.3952628,-89.726,29.776,38.171,0.648,11905,281.88496767298534,9.087101331557825,1.00000010021705
23.296001,871908587,4998,-7.0564,8.4706,-1.4931,-10.71,-2.73,122.29,0.6245272,-0.6902533,-0.1053267,0.3498895,-88.475,20.577,38.472,0.648,11905,122.78844041684054,11.125340126486021,1.000000108821929
23.348,871960586,4997,-8.083,6.1807,-2.656,-18.76,-27.44,311.57,0.6586702,-0.674188,-0.1705662,0.2872826,-88.098,9.362,38.072,0.648,11905,313.3380859391338,10.516191206420698,1.0000000062786198
23.400371,872012957,5370,-9.813,2.5555,-1.7731,-8.33,-47.11,454.58,0.6996592,-0.638573,-0.2816855,0.1528227,-88.494,-11.478,35.825,0.252,16068,457.09049147843797,10.294145562405848,0.9999999855095899
23.452,872064586,4998,-9.9709,0.0215,-0.9547,9.38,-45.22,432.81,0.7194449,-0.5803869,-0.3814441,0.0071241,-87.595,-32.724,32.581,0.252,16068,435.26696279409947,10.016524404702462,1.0000001360266109
23.504372,872116958,5370,-7.3938,-4.5727,-6.2955,27.37,-16.87,293.16,0.7183427,-0.4879725,-0.4753914,-0.1409595,-82.786,-55.141,27.22,0.252,16068,294.9177841365285,10.733647282261513,0.9999999796168748
23.556003,872168589,5003,-8.1906,-6.3242,-3.2088,17.85,-17.71,443.38,0.6979097,-0.3976927,-0.538914,-0.253642,-69.949,-72.548,14.405,0.252,11972,444.09243519789885,10.834105013336357,0.99999999827369
23.608002,872220588,5002,-4.3143,-6.0443,-2.211,19.11,5.6,304.43,0.6600118,-0.3036844,-0.5905855,-0.3512394,6.77,-83.177,297.949,0.252,11972,305.08060738106576,7.748242896295907,1.0000000699326026
23.66,872272586,4999,-1.3352,-8.2265,-5.1254,14.28,18.9,401.66,0.5941136,-0.1872739,-0.6396759,-0.4503025,72.499,-68.239,232.844,0.252,11972,402.3579053529333,9.784057770168776,1.000000040936614
23.712372,872324958,5369,-1.8233,-10.2078,-3.6538,-36.47,11.9,191.59,0.5103709,-0.0862378,-0.6685264,-0.5340012,81.704,-50.759,222.796,0.252,11972,195.39293487739008,10.994264785332396,1.0000001214070176
23.764001,872376587,4999,5.6136,-11.7296,-1.6941,-18.41,-0.56,241.43,0.4214975,0.0076561,-0.6737024,-0.606965,83.622,-33.961,219.001,0.252,11972,242.13154813035,13.11358059150894,1.0000000966821052
23.81637,872428956,5367,7.3508,-10.6744,-2.0889,24.36,35.7,105.0,0.378473,0.0501527,-0.6809169,-0.6249761,85.647,-26.919,217.384,0.252,11972,113.54690484553069,13.127855087941823,1.0000000276615546
23.868002,872480588,4999,5.2977,-10.6528,-4.1348,63.49,59.64,41.65,0.3471044,0.0795564,-0.7018218,-0.6169567,89.861,-22.895,215.884,0.252,11972,96.55377879710353,12.595409646772113,1.000000046955224
23.920369,872532955,5369,6.0012,-10.6816,-2.4766,113.82,63.0,-34.02,0.3370323,0.0941194,-0.7343513,-0.5816175,95.988,-22.676,215.079,0.252,11972,134.46692083929042,12.49978110048332,0.9999999904087951
23.972,872584586,4999,5.0608,-6.9129,-3.5103,140.91,60.2,-3.29,0.3353495,0.1201246,-0.7462381,-0.5623518,98.812,-21.432,216.712,0.95,11777,153.2660830059932,9.25862242128925,1.0000000277651295
24.024373,872636959,5370,4.9316,-7.5087,-5.8648,155.54,61.67,20.51,0.3299979,0.1500386,-0.7833526,-0.5049243,107.01,-21.438,217.63,0.252,11972,168.5720635218066,10.728333201853864,1.0000000200758097
24.076001,872688587,5001,4.2999,-5.2977,-5.0824,166.46,74.27,-9.17,0.3219295,0.1793201,-0.8189571,-0.4399033,115.887,-21.686,218.381,0.252,11972,182.50768038633333,8.507970090450483,0.9999999731127797
