time_s,sample_us,dt_us,ax_mps2,ay_mps2,az_mps2,gx_dps,gy_dps,gz_dps,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,confidence,quality_flags,gyro_dps,accel_mps2,q_norm
13.827001,862439587,4999,6.3314,-8.4347,-7.3938,18.69,-17.43,-13.16,0.8125745,-0.5316317,0.2388798,-0.0051887,-69.694,22.501,343.498,0.252,11972,28.745549220705456,12.880181228926865,1.0000000319754345
13.879369,862491955,5369,6.4893,-8.2481,-7.2215,47.53,9.17,9.94,0.8182022,-0.5192487,0.2464665,-0.0134291,-68.387,22.915,342.438,0.252,11972,49.4165296231939,12.739396781245178,1.0000000644427929
13.930001,862542587,4634,5.5202,-6.2668,-7.401,69.58,32.76,10.71,0.8329164,-0.4941585,0.2477457,-0.0260738,-65.058,22.764,341.782,0.252,16068,77.64855504128843,11.158861558420734,1.000000063713068
13.981002,862593588,5002,4.3358,-5.0608,-7.6307,76.72,38.71,2.52,0.8508499,-0.4622201,0.2472399,-0.0357686,-60.747,22.809,341.701,0.252,11972,85.9696045122926,10.13106316089284,0.9999999670359946
14.033001,862645587,5001,4.1635,-3.7615,-7.6379,78.47,44.66,-3.5,0.8690314,-0.4274761,0.2445753,-0.0472396,-56.095,22.625,341.61,0.252,11972,90.35655205905104,9.477401063055208,1.0000000237177098
14.085371,862697957,5369,3.3954,-3.3882,-7.4584,73.71,53.97,8.61,0.8874239,-0.38974,0.240083,-0.0542373,-51.015,22.571,342.127,0.252,11972,91.76086911096691,8.867715092401198,0.9999999887457499
14.136002,862748588,4633,2.9073,-3.1513,-8.1691,68.81,60.97,23.94,0.9040816,-0.3553033,0.2282882,-0.0654271,-46.264,21.487,342.454,0.252,11972,95.00147683062616,9.22590265448319,1.0000000910615459
14.188372,862800958,5370,2.0746,-1.407,-8.8223,68.53,66.29,-0.98,0.9205558,-0.3184037,0.2134522,-0.0750621,-41.205,20.193,343.018,0.252,11972,95.35032983687053,9.171509769389116,1.0000000288142896
14.239002,862851588,4633,1.1629,-1.4716,-8.0327,59.92,65.31,-4.9,0.9354933,-0.2814283,0.2006203,-0.0734988,-36.151,19.511,344.592,0.252,11972,88.76830797080679,8.248770348361022,1.0000000903796509
14.290001,862902587,4998,0.9117,0.0,-9.1597,62.44,61.53,-38.99,0.94831,-0.2457772,0.1881581,-0.0699883,-31.351,18.812,346.235,0.252,16068,95.94224616924497,9.204960672376608,1.000000060436168
14.342002,862954588,4999,-0.2297,-0.201,-9.2028,60.13,46.55,-131.11,0.9647706,-0.1920434,0.1764093,-0.0348857,-23.9,19.086,351.783,0.648,16001,151.56632706508395,9.207860279674101,1.0000001156494434
14.394372,863006958,5372,-0.8614,0.603,-10.2724,58.17,27.02,-37.31,0.9776512,-0.1316948,0.1638723,0.0006673,-15.761,18.699,357.467,0.648,16001,74.2015188523793,10.326074797327394,0.99999998260253
14.446001,863058587,4897,-1.7157,1.7157,-10.0642,57.47,19.11,-126.84,0.9825809,-0.0956602,0.1569666,0.0273005,-10.892,18.282,1.425,0.648,11905,140.55738543385047,10.352554014348343,0.9999999648623293
14.498375,863110961,5373,-1.6152,2.6417,-9.8489,35.49,-3.92,-143.22,0.9814002,-0.0754264,0.1548279,0.0848105,-7.377,18.463,8.678,0.648,11905,147.60377671319932,10.324160069468123,0.9999999969528299
14.549003,863161589,4633,-0.3733,2.4191,-10.0355,20.86,-10.22,-71.4,0.9800026,-0.0735478,0.1413922,0.1191376,-6.638,17.137,12.861,0.648,11905,75.08360673276158,10.329697863442087,0.9999999484230987
14.601372,863213958,5370,2.3904,2.6273,-9.8848,3.57,4.2,-154.07,0.9771737,-0.0648133,0.1230035,0.1606267,-5.18,15.142,17.98,0.95,11777,154.16857591610554,10.50361787623674,1.00000000079686
14.652003,863264589,5000,1.9023,2.9934,-8.8654,-15.33,14.49,-217.07,0.9551685,-0.0514051,0.1120101,0.2691922,-2.238,13.984,31.204,0.648,11905,218.09253517715823,9.548534233587896,1.0000000253705548
14.703,863315586,5000,1.5864,-0.0287,-9.9063,-19.67,23.31,-79.59,0.9399077,-0.0318566,0.0719651,0.3322341,-0.7,9.001,38.879,0.95,11777,85.23399028556625,10.032560407991571,0.99999990015183
14.755,863367586,4999,0.3517,-0.2512,-8.9731,-13.37,42.63,-121.59,0.9243787,-0.0164972,0.0399582,0.3790187,-0.012,4.955,44.589,0.95,11777,129.5384186255182,8.983502542995133,0.99999998565923
14.806001,863418587,5000,0.1507,-0.6245,-9.6479,19.39,37.59,-129.78,0.8981721,-0.0015609,0.0315226,0.4385097,1.426,3.325,52.087,0.95,15875,136.49845640152859,9.669264974650348,0.999999994466035
14.858003,863470589,5001,-2.4263,0.2871,-9.6838,40.11,11.76,-54.67,0.8813683,0.0077704,0.0375267,0.4708729,2.816,3.373,56.31,0.95,11777,68.81801072393768,9.987258910231574,1.000000000264175
14.909,863521586,5000,0.5527,1.3137,-9.9278,46.34,-3.15,-198.17,0.8536807,0.0092687,0.0476658,0.5185279,3.751,4.116,62.684,0.95,11777,203.54033261248247,10.02958113881133,0.9999999289601125
14.96,863572586,4628,-1.5075,1.2275,-8.284,45.01,-18.48,-153.16,0.8144903,0.0045603,0.0435004,0.5785262,3.318,3.76,70.881,0.95,11777,160.7028192036468,8.509052150504193,1.000000047008389
15.010999,863623585,5000,1.4429,2.8355,-9.253,36.12,-32.76,-224.0,0.7633483,0.0005107,0.0422353,0.6446048,3.173,3.659,80.46,0.95,11777,229.2463129474496,9.784683421552279,1.0000000283382546
15.063001,863675587,4998,2.1033,2.4766,-8.4993,10.78,-32.97,-297.85,0.6659898,0.0035462,0.0328622,0.7452283,3.081,2.206,96.487,0.95,11777,299.8630550768134,9.099204302575034,1.0000000662741029
15.114001,863726587,5001,2.656,0.6676,-8.9085,-13.86,-21.21,-224.35,0.5802892,0.0109585,0.0085065,0.8142924,1.523,-0.457,109.044,0.95,15875,225.77618607816015,9.319946245016652,1.0000000587994482
15.166002,863778588,5001,4.264,-0.2082,-8.8798,-33.6,12.18,-396.62,0.4450074,0.0261466,-0.0150518,0.8950186,-0.211,-3.451,127.133,0.95,15875,398.22699155130107,9.852709844504709,1.0000000408877592
15.218373,863830959,5372,4.7952,-1.005,-8.9515,-23.59,22.75,-189.63,0.3487828,0.0636121,-0.0231952,0.9347546,0.058,-7.765,139.072,0.95,15875,192.44112736107112,10.204573498681853,1.000000060183223
15.270003,863882589,5000,1.6798,-0.9332,-8.808,-5.6,30.17,-271.67,0.2447476,0.079334,-0.0141577,0.966232,0.666,-9.221,151.518,0.95,15875,273.39747219021615,9.015179104155392,0.9999999947775249
15.321001,863933587,5001,1.8162,-3.0724,-9.0305,9.1,37.31,-204.19,0.1478395,0.0975097,-0.0051228,0.9841794,1.095,-11.154,162.807,0.95,11777,207.77007051064888,9.710208774789551,0.99999999690927
15.373,863985586,4998,1.4429,-2.9001,-9.5043,23.73,39.41,-276.29,0.0359536,0.1026319,0.0154496,0.9939494,2.229,-11.707,175.628,0.95,11777,280.09360060522624,10.04112836836578,1.0000000340755444
15.424,864036586,5000,0.3015,-2.0602,-8.5424,36.82,37.1,-308.35,-0.0925972,0.0928278,0.0381027,0.9906347,3.405,-11.01,190.352,0.95,11777,312.7488527556896,8.79249248222596,1.0000000832460265
15.476003,864088589,5002,-0.0718,-1.6439,-11.1338,41.93,28.21,-310.03,-0.2433378,0.0754405,0.0511412,0.9656501,3.611,-9.822,207.977,0.95,11777,314.1218392598642,11.25473522078596,1.000000045958269
15.528374,864140960,5373,-1.651,2.4335,-10.3298,36.4,9.24,-225.89,-0.3559637,0.0553669,0.054925,0.9312399,3.642,-8.176,221.578,0.95,11777,228.99045766144926,10.740227711273164,1.000000078155152
15.579003,864191589,4632,0.1651,-4.666,-9.5186,26.25,3.85,-149.45,-0.4153565,0.044768,0.0487817,0.907246,2.964,-6.993,229.017,0.95,11777,151.78665125761222,10.602007355685053,1.000000077343567
15.630002,864242588,5001,-0.3302,0.3661,-9.7053,-2.52,16.1,-188.16,-0.4820875,0.0367476,0.0436835,0.8742614,2.36,-6.106,237.621,0.95,15875,188.86435873398665,9.717814020652998,0.9999999937321099
15.682,864294586,5000,-0.5384,-0.8614,-9.612,-1.61,15.82,-105.42,-0.5423706,0.0323074,0.0431045,0.8384107,2.145,-5.793,245.689,0.95,15875,106.61257383629757,9.665527844872209,1.0000000678169276
15.734373,864346959,5372,-0.4953,-1.4716,-9.6263,4.27,16.73,-84.63,-0.5761007,0.0212549,0.0374879,0.8162419,2.11,-4.467,250.346,0.95,15875,86.37339115723081,9.750722041982327,0.9999999846382598
15.785001,864397587,4631,-1.6869,1.0911,-11.0764,3.5,20.72,-347.48,-0.6509084,0.017505,0.0337864,0.7582021,1.634,-4.044,261.234,0.95,11777,348.1148069243824,11.257120758879687,1.0000000577424633
15.836001,864448587,5000,-1.0624,1.73,-8.9874,-9.24,9.45,-149.94,-0.7288522,0.0377008,0.0223172,0.683268,-1.407,-4.821,273.757,0.95,11777,150.5213729009937,9.213845696559064,1.0000000485026588
15.888003,864500589,5002,-4.142,3.74,-10.5882,-8.33,13.58,-328.37,-0.804913,0.0427729,0.006247,0.5918162,-3.53,-3.479,287.457,0.76,11844,328.756235226041,11.968865578658656,0.9999999490674237
15.940373,864552959,5372,-0.5599,0.1507,-8.2696,-6.72,9.87,-172.83,-0.8781101,0.0480771,-0.0127257,0.4758669,-5.542,-1.341,303.156,0.95,11777,173.24198163262855,8.289902451778307,1.0000000026112599
15.992001,864604587,5000,-1.8664,0.524,-9.4325,-14.84,2.31,-181.09,-0.9066798,0.0465726,-0.0206932,0.4187296,-5.842,-0.085,310.427,0.95,11777,181.7117216912547,9.629645954550977,0.9999999766205998
16.044374,864656960,5373,-0.9332,1.4213,-9.6335,-14.49,10.29,-262.64,-0.9344123,0.0655682,-0.0222969,0.3493958,-7.939,-0.238,319.013,0.95,11777,263.24060059193,9.782396341387932,1.0000000560248883
16.096001,864708587,4997,-3.2518,-0.1579,-8.126,-14.0,19.95,-446.18,-0.9793674,0.0672526,-0.0456792,0.1850134,-8.566,3.703,338.327,0.95,11777,446.84515763293217,8.753914076000518,0.9999999819408599
16.148373,864760959,5373,0.2584,0.2082,-9.3248,-6.16,25.55,-410.13,-0.9967239,0.0585558,-0.0435755,-0.0348424,-6.555,5.218,3.705,0.95,11777,410.9712459528038,9.330702698082282,1.0000000657914279
16.199,864811586,4632,-1.4142,2.6345,-12.3685,0.35,11.97,-171.29,-0.9876967,0.0490155,-0.0333661,-0.1447045,-5.017,4.594,16.469,0.76,11844,171.7080880447977,12.724792498897575,0.9999999896903
16.251372,864863958,5372,-0.9117,1.4644,-9.4469,4.41,20.37,-277.76,-0.9696218,0.0518104,-0.0253593,-0.2377102,-5.086,4.233,27.362,0.95,15875,278.5408454787197,9.603102824608303,0.999999992931965
16.302001,864914587,4632,1.0193,-1.0696,-9.7412,3.43,5.74,-190.96,-0.9401826,0.0477635,-0.0178746,-0.3368323,-4.47,3.772,39.274,0.95,11777,191.07703708190581,9.852613566460423,1.0000000864617262
16.353,864965586,4998,0.4307,0.9045,-9.3177,10.36,15.12,-293.93,-0.8987463,0.0339635,-0.0107833,-0.4370189,-2.963,2.813,51.79,0.95,11777,294.500914939156,9.3714009641035,1.0000001148060134
16.405002,865017588,5002,-0.2082,0.3374,-9.2818,4.41,11.97,-143.01,-0.8480728,0.0281825,-0.0015038,-0.5291278,-2.65,1.855,63.879,0.95,11777,143.57781548693376,9.29026357214907,1.000000108776679
16.456001,865068587,5000,-0.3876,1.73,-8.808,10.64,-5.81,-186.97,-0.8092409,0.0343209,-0.0029211,-0.5864663,-2.991,2.578,71.795,0.95,11777,187.36260726196141,8.984653457980446,1.00000000613526
16.508002,865120588,5003,-0.3948,0.323,-10.1432,13.02,-16.66,-265.02,-0.7320956,0.0333556,-0.0009921,-0.6803841,-2.725,2.685,85.743,0.95,11777,265.86213795875483,10.156018032674027,1.0000000356929695
16.560373,865172959,5373,3.2088,1.5218,-10.1575,7.07,-18.55,-162.96,-0.6747682,0.0339808,0.0036998,-0.7372379,-2.944,2.586,95.0,0.95,11777,164.16470083425367,10.760440461709734,1.0000001141081585
16.611,865223586,4631,3.1226,-0.0144,-8.6142,-0.49,-10.99,-280.91,-0.5972355,0.0134345,0.0077927,-0.8019156,-1.636,0.701,106.635,0.95,11777,281.1253248997678,9.162711376006559,1.0000000419735742
16.663373,865275959,5372,2.3258,-0.0072,-9.0879,-8.82,-2.17,-230.86,-0.4944266,-0.0046756,0.0169579,-0.8690413,-1.424,-1.427,120.744,0.95,11777,231.03861343939894,9.380795482793555,0.9999999377505081
16.715002,865327588,5001,5.2259,-0.0718,-9.813,-11.34,18.55,-92.82,-0.4191531,-0.0330539,0.0217546,-0.9070528,-0.676,-4.485,130.423,0.95,15875,95.33231613676445,11.118010390802844,0.9999999630769093
16.767375,865379961,5372,1.4429,-1.3065,-9.1813,7.28,26.67,-213.15,-0.3584839,-0.0538872,0.009183,-0.9319342,1.24,-6.144,137.853,0.95,15875,214.93536191143608,9.385370123229025,1.000000108750839
16.819002,865431588,5001,1.8377,-1.2562,-9.4397,13.93,20.58,-65.24,-0.2903998,-0.063033,-0.0043884,-0.9548171,2.597,-6.766,146.013,0.95,15875,69.81288491388963,9.698614118522295,1.0000000777180018
16.871372,865483958,5372,3.46,0.6604,-7.4943,10.15,20.44,121.24,-0.3284462,-0.0801798,-0.0184036,-0.9409333,5.058,-7.978,141.163,0.95,15875,123.36917645830339,8.28083695347276,0.999999937082163
16.923,865535586,4998,0.0861,-2.0459,-9.5258,-0.7,30.8,152.46,-0.3893769,-0.0874916,-0.038257,-0.9161153,8.014,-7.499,133.42,0.95,11777,155.54157514954002,9.74340729211296,0.99999999563363
16.975373,865587959,5373,4.1563,2.5196,-9.6191,-4.55,20.65,98.7,-0.444531,-0.0836246,-0.0481545,-0.8905505,9.266,-6.092,126.452,0.95,11777,100.93966019360279,10.777304795726991,0.9999999663033294
17.026001,865638587,4631,-1.0696,-0.481,-9.5689,-4.97,19.25,117.32,-0.4948387,-0.077268,-0.0476403,-0.8642308,9.173,-4.957,120.013,0.95,11777,118.99262918349186,9.640500628598081,1.000000078347207
17.078373,865690959,5372,1.3352,-0.402,-10.5021,-1.68,2.94,157.22,-0.5461463,-0.0675078,-0.0489271,-0.8335304,8.95,-3.388,113.267,0.95,11777,157.25646059860307,10.594265781544278,0.9999999364515479
17.130002,865742588,5002,-0.2512,-0.6963,-10.337,-2.8,-6.65,323.12,-0.6468183,-0.0538855,-0.0521238,-0.7589504,8.56,-0.823,99.06,0.95,11777,323.20055213442936,10.363469695521863,1.0000000802558666
17.182372,865794958,5372,1.0265,-0.3589,-9.5617,-2.94,-10.92,195.86,-0.7270373,-0.0418784,-0.0499217,-0.683499,7.421,0.879,86.521,0.95,11777,196.18621154403283,9.623337173247126,1.000000047554869
17.234,865846586,4997,-1.0768,0.6963,-9.5904,-1.4,-26.95,296.1,-0.7911399,-0.0263703,-0.0463244,-0.6093081,5.639,2.359,75.321,0.95,11777,297.3272145297164,9.675748244451176,1.0000000224275347
17.286373,865898959,5373,2.2038,0.4092,-9.6048,4.97,-37.8,355.39,-0.8767161,-0.0078734,-0.0384694,-0.4794029,2.911,3.434,57.428,0.95,11777,357.42914402717633,9.862877983631348,1.0000000728457674
17.337003,865949589,4631,-0.1436,1.5362,-9.5761,13.3,-37.8,408.24,-0.9449549,-0.0006887,-0.0387612,-0.3248961,1.522,4.175,38.004,0.95,11777,410.201935149019,9.699599095323476,1.0000000718811723
17.389376,866001962,5373,0.3876,2.5699,-10.739,6.37,-10.85,188.09,-0.9788908,0.0183003,-0.0395844,-0.1996772,-1.151,4.865,23.01,0.95,11777,188.51033791280523,11.049015375588905,1.000000004113965
17.440001,866052587,4632,0.0502,2.2325,-9.2674,-7.63,1.82,241.85,-0.9946523,0.0174085,-0.0223626,-0.0993159,-1.732,2.748,11.363,0.95,15875,241.97717206381267,9.53264281560995,0.9999999938195551
17.491003,866103589,5003,-0.5743,1.9597,-8.4203,-18.06,-4.48,87.08,-0.9982862,0.0357469,-0.005699,-0.0459819,-4.063,0.84,5.245,0.95,11777,89.04583314226444,8.66439245821656,0.99999999584933
17.543,866155586,5000,-0.3948,0.6963,-11.1984,-18.76,-33.39,359.94,-0.9972464,0.0396709,-0.0073753,0.0622209,-4.591,0.56,352.837,0.95,11777,361.9718681057963,11.226970352236616,0.9999999990333349
17.595375,866207961,5374,-1.0696,0.7753,-9.2889,-1.61,-47.81,510.37,-0.9647022,0.0521927,-0.0216621,0.2572086,-6.422,0.856,330.094,0.95,11777,512.6069889301159,9.382366303870256,0.9999999615542492
17.646001,866258587,4628,-1.4213,0.0215,-10.2652,21.28,-36.61,481.11,-0.885412,0.050847,-0.0353373,0.4606642,-7.043,0.901,304.97,0.95,11777,482.96993964428054,10.363150437005148,1.0000000285429647
17.698373,866310959,5373,1.8305,0.28,-10.3872,31.71,-13.86,251.93,-0.8134756,0.0358406,-0.0307304,0.5796797,-5.39,0.484,289.03,0.95,11777,254.29578958370504,10.550974082519586,1.000000006239985
17.750001,866362587,5001,-1.9382,0.1795,-7.7815,37.87,3.64,284.9,-0.7356652,0.020991,-0.0177975,0.676786,-3.151,-0.128,274.778,0.252,11972,287.4289416534111,8.021258114535401,0.9999999746871446
17.801001,866413587,5001,-2.3545,1.7731,-10.6672,34.72,5.18,108.92,-0.6815907,0.0144281,-0.0245336,0.73118,-3.184,0.707,265.96,0.95,11777,114.43721946989099,11.066919612069114,1.0000000711625274
17.853001,866465587,4998,-1.8305,2.4048,-8.8008,15.05,-14.7,247.94,-0.6298653,0.0063842,-0.0325784,0.7759946,-3.361,1.784,258.079,0.95,11777,248.8309387917829,9.305260551430036,1.0000000127647248
17.904003,866516589,5003,-4.4363,2.6273,-9.5976,-13.65,-18.83,220.08,-0.5398658,0.0102216,-0.0591759,0.8396063,-6.346,2.678,245.333,0.95,15875,221.30544005966053,10.894833121255232,1.000000044628349
17.956,866568586,5000,-1.7587,0.7178,-11.4712,-25.06,-22.68,190.26,-0.4514323,0.0178107,-0.0684003,0.8895016,-7.922,1.723,233.697,0.252,16068,193.23885116611513,11.627411232514312,1.0000000199802148
18.008371,866620957,5370,-2.9216,-0.4092,-7.5805,-15.4,-45.99,324.24,-0.3439613,0.0169405,-0.0784658,0.9355462,-9.12,1.277,220.271,0.95,15875,327.84724751017814,8.134320589330125,0.9999999652710094
18.060002,866672588,5000,0.7753,-1.8951,-11.4999,-1.19,-38.5,73.5,-0.2566519,0.0006439,-0.0851447,0.962746,-9.464,2.434,209.652,0.76,11844,82.98142020958667,11.680761709323583,1.0000000464174539
18.112377,866724963,5374,1.2921,0.1149,-9.2674,7.35,-53.76,387.8,-0.1485777,-0.0040693,-0.086302,0.9851194,-9.725,1.929,196.99,0.95,11777,391.5775786482163,9.357746907242149,1.0000000798000668
18.163002,866775588,4636,0.0646,-2.1751,-8.2265,20.09,-38.01,546.77,0.0644321,-0.0103034,-0.0808401,0.994589,-9.331,0.577,172.54,0.648,11905,548.4576566153489,8.509438020222017,1.0000000281254895
18.215374,866827960,5372,-0.0718,0.3159,-9.9781,11.55,-22.4,385.42,0.2636189,-0.0125665,-0.0572258,0.962846,-6.709,-0.342,149.396,0.95,11777,386.2431085469358,9.983357534416966,1.0000000266305495
18.267,866879586,4999,0.8686,-1.9382,-11.2128,7.07,-13.23,287.28,0.420693,-0.0152578,-0.0424014,0.9060832,-5.145,-0.46,130.21,0.95,11777,287.67136840499086,11.412185112413836,1.0000000223770196
18.319372,866931958,5372,0.5025,0.8255,-10.4303,-2.38,-13.44,186.13,0.521292,-0.0134637,-0.0367393,0.8524808,-4.398,-0.879,117.142,0.95,11777,186.62978031386095,10.474975636725844,0.999999955507409
18.371002,866983588,4999,1.1342,-1.4572,-8.8008,11.69,0.42,195.65,0.5843859,0.0002129,-0.0276666,0.811004,-2.559,-1.873,108.491,0.95,11777,195.9993749990035,8.992436940006865,0.9999999271083874
18.422001,867034587,4999,1.0839,1.651,-10.3442,13.65,-4.48,334.95,0.6709529,0.0143381,-0.0136083,0.7412365,-0.054,-2.265,95.699,0.95,11777,335.25795352235866,10.531054735875227,1.0000000549455785
18.474003,867086589,5003,-2.6919,1.2921,-10.94,9.03,0.28,319.97,0.7843651,0.0129653,-0.0068057,0.6201266,0.682,-1.533,76.651,0.95,11777,320.0975167038945,11.340169664515605,1.000000013341075
18.525,867137586,4997,-1.7803,3.4744,-10.4662,10.01,-25.55,186.06,0.8406201,-0.009604,0.0047452,0.5415192,-0.631,1.053,65.573,0.95,15875,188.07266202188984,11.170598278069084,0.9999999751158447
18.577003,867189589,5001,-0.2154,-0.0287,-11.3779,22.19,-38.01,302.33,0.9046361,-0.019253,0.01892,0.4253293,-1.075,2.901,50.335,0.95,15875,305.5169145890289,11.37997492352246,1.0000000656353478
18.629373,867241959,5372,-0.0861,2.7206,-9.5976,13.51,-29.54,113.96,0.9336781,-0.0290364,0.0312919,0.3555601,-1.838,4.536,41.623,0.95,15875,118.49900126161401,9.976121657738542,1.0000000373310942
18.680003,867292589,4632,0.725,2.4335,-8.2193,4.27,-31.01,281.82,0.9622289,-0.0432519,0.0104872,0.2685796,-4.455,2.488,31.094,0.95,11777,283.55310860577777,8.602583317817968,1.0000000828744067
18.731003,867343589,5000,-0.4092,1.1773,-8.9013,-4.9,-23.8,163.87,0.98533,-0.0504049,0.0085676,0.1628209,-5.543,1.908,18.674,0.95,11777,165.66178466985076,8.988137828271215,0.9999999560452891
18.783,867395586,4998,0.402,0.4164,-9.0664,-4.48,-23.03,153.09,0.9933558,-0.0576517,0.0076823,0.0993066,-6.491,1.531,11.331,0.95,11777,154.87736890843672,9.084855635616892,1.0000001412216801
18.834001,867446587,5000,4.2927,2.0746,-10.8969,0.63,-13.02,97.44,0.9977815,-0.0533611,0.0123966,0.0378286,-6.061,1.649,4.255,0.252,11972,98.30804087153807,11.894270387880042,1.0000000037024899
18.885001,867497587,4632,0.9906,2.2397,-9.6335,-18.76,22.96,82.11,0.9983367,-0.0571398,-0.0076882,-0.0002142,-6.552,-0.881,0.026,0.648,11905,87.29920560921502,9.939912811488842,1.0000001388058954
18.936001,867548587,5000,-2.0459,-1.6367,-8.4921,-17.43,18.2,15.75,0.9985915,-0.0500845,-0.0093795,-0.0147865,-5.726,-1.158,358.361,0.95,15875,29.717123010143492,8.887083667323045,1.0000000283074997
18.988,867600586,4631,-1.127,1.9669,-8.3557,-28.28,1.26,120.05,0.997203,-0.0677426,-0.0119987,-0.0292105,-7.727,-1.598,356.752,0.95,11777,123.34240349531056,8.657744920012371,1.0000000525878485
19.040375,867652961,5372,-0.6748,0.6461,-9.3607,-48.65,-8.05,262.01,0.988647,-0.0811902,-0.0234249,-0.1242441,-8.92,-3.813,345.972,0.95,15875,266.6099493642351,9.407204937705991,1.0000000307549295
19.092002,867704588,5000,2.0315,-1.5577,-10.6026,-49.84,-10.01,234.64,0.9693402,-0.0769893,-0.0329216,-0.2310158,-7.742,-5.704,333.577,0.95,11777,240.08364229992847,10.907270433064362,0.9999999536233639
19.144001,867756587,5000,0.5815,-0.5168,-9.5976,-48.44,-22.4,323.4,0.9370734,-0.0737294,-0.0371813,-0.339227,-6.533,-6.875,320.592,0.95,11777,327.77393673079007,9.629078369709118,0.9999999940053049
19.196003,867808589,4635,0.4522,-3.6682,-11.5214,-42.07,-44.87,462.91,0.8589225,-0.0588107,-0.02756,-0.5079705,-4.212,-6.148,299.026,0.252,11972,466.97844693304637,12.099703882327038,1.0000000709554926
19.248002,867860588,5000,1.0481,-2.5484,-8.6213,-12.81,-33.53,80.08,0.788457,-0.0535138,-0.0166983,-0.61253,-3.681,-5.272,284.484,0.95,11777,87.7562727102741,9.050948561338751,1.000000000881165
19.300001,867912587,4999,1.6439,-1.5936,-9.21,10.5,-22.75,126.21,0.7549053,-0.0281252,-0.0185133,-0.6549689,-1.046,-3.715,278.143,0.95,11777,128.67313861097816,9.490314439996181,1.0000000205436148
19.352372,867964958,5372,1.1055,-2.8929,-9.6766,30.94,17.78,72.87,0.7203518,-0.0017013,-0.0339522,-0.6927754,2.559,-2.939,272.17,0.95,11777,81.13845512455855,10.160097845001298,1.0000000584574633
19.403002,868015588,4631,1.8592,-0.2656,-9.9494,35.28,28.84,-30.52,0.7246094,0.0162815,-0.0529879,-0.6869268,5.54,-3.12,272.907,0.95,11777,54.844274085815016,10.12510386909685,1.0000000079576299
19.454,868066586,4997,0.0718,-2.4837,-10.3872,32.9,32.55,-84.7,0.7409476,0.029159,-0.0754561,-0.666673,8.291,-4.183,275.738,0.95,11777,96.51944104686889,10.680254901920646,1.0000000525914836
19.506001,868118587,4914,0.5886,0.7322,-10.5236,54.6,25.55,-109.2,0.7678465,0.0439397,-0.0854114,-0.6333924,10.147,-4.33,280.577,0.95,11777,124.73412724671626,10.565449529480514,0.9999999922130299
19.558372,868170958,5372,-0.201,-1.7157,-9.5761,65.52,18.83,-38.08,0.7867186,0.0640977,-0.0927051,-0.606936,12.35,-3.903,284.279,0.95,11777,78.08665506986453,9.73065869815605,1.0000001071966242
19.610002,868222588,5001,1.7228,1.5003,-9.3751,62.09,9.1,20.58,0.7940931,0.0703166,-0.0893825,-0.5970616,12.637,-3.324,285.754,0.95,11777,66.0417633017169,9.649426922879927,1.0000000306019894
19.661001,868273587,4999,0.2154,4.8455,-9.1382,26.04,4.2,64.19,0.779677,0.0691244,-0.0885975,-0.6160164,12.548,-3.038,283.042,0.76,11844,69.39796610852511,10.345625483749158,1.0000000645397829
19.713,868325586,4999,0.0431,1.73,-8.5783,-7.14,1.4,-30.52,0.7806908,0.0593025,-0.0826274,-0.6165856,11.233,-3.204,283.082,0.648,11905,31.375308763420957,8.751113557713671,1.0000000005345049
19.764,868376586,4998,-0.7394,0.481,-9.8919,-5.18,0.07,-67.69,0.798104,0.0417897,-0.071886,-0.5967547,8.791,-3.719,286.142,0.95,11777,67.88794738390608,9.931150938838861,1.0000000714050874
19.816003,868428589,5001,1.1701,2.0674,-9.7412,3.57,-8.12,-0.14,0.8022448,0.0295907,-0.0658435,-0.5926148,7.229,-4.047,286.838,0.95,11777,8.871240048606508,10.026677127044632,0.9999999981624099
19.867002,868479588,5002,-1.8736,6.6616,-10.5954,-7.98,-5.81,-17.43,0.8086865,0.0098574,-0.0549916,-0.5855808,4.622,-4.439,288.003,0.76,11844,20.03101095801208,12.655030331058082,0.9999999865081048
19.919,868531586,4999,0.3661,2.3402,-9.7555,-42.91,-8.4,-41.09,0.8211426,-0.0264899,-0.0425398,-0.5685186,0.28,-5.738,290.592,0.95,11777,60.001801639617454,10.038941453161284,0.9999999587333841
19.971375,868583961,5373,1.2778,3.6179,-9.4325,-53.13,0.49,-53.9,0.8311001,-0.0621515,-0.0386366,-0.5512868,-3.512,-7.628,293.12,0.95,11777,75.68518349056174,10.183026539295671,1.0000000539430285
20.023003,868635589,5000,1.7803,1.9382,-8.9587,-66.43,17.15,-45.92,0.8408086,-0.0991811,-0.0444029,-0.5303137,-6.989,-10.362,296.154,0.95,11777,82.55733643959209,9.337258324583292,1.0000001151836284
20.075373,868687959,5372,3.3739,0.926,-9.2387,-82.46,38.57,-31.29,0.845212,-0.1322204,-0.0640449,-0.5138411,-9.359,-14.131,298.568,0.95,11777,96.26193744154538,9.878980458529108,0.99999999219269
20.127,868739586,4997,2.3833,1.0624,-8.9587,-90.58,62.58,-35.56,0.8452678,-0.1575987,-0.0888471,-0.5027835,-10.73,-17.979,300.212,0.95,11777,115.69574927368767,9.330976280111315,1.0000000295045945
